headline,lead_paragraph,date
Guantánamo Deal Could Lead to Prosecution in Indonesia Terrorist Attacks,"WASHINGTON — The Obama administration is negotiating with Malaysia over a deal to repatriate and continue to incarcerate a Guantánamo Bay detainee accused of being an accessory to two major terrorist attacks in Indonesia, officials said.",2016-11-12 19:14:41+00:00
He Made America Feel Great Again,"While I cannot verify its provenance, the following appears to be my Sunday column from Nov. 8, 2020, which slipped through a small rift in the space-time continuum while I was writing a panicked, “It’s the Trump Apocalypse!” column this week.",2016-11-12 19:30:09+00:00
"Obama Heads Overseas, Where Topic of Trump Will Follow Him","WASHINGTON — On his last foreign trip while in office, President Obama will have a lot of explaining to do.",2016-11-13 22:01:17+00:00
Donald Trump’s Long To-Do List for Day 1,"WASHINGTON — On the morning of Jan. 21, 2017, his first full day in office, President Donald J. Trump will take a minute to settle behind the 19th-century Resolute desk, first used in the Oval Office by John F. Kennedy.",2016-11-14 01:33:42+00:00
"As Transition Pace Picks Up, Trump Nears Cabinet Nominations",,2016-11-14 10:00:27+00:00
"Trump and Xi Jinping, China’s Leader, Hold Cordial First Phone Call","BEIJING — Donald J. Trump has called China a “currency manipulator,” threatened to impose stiff tariffs on Chinese imports and accused the country of inventing the idea of climate change to hurt American businesses.",2016-11-14 13:42:49+00:00
"Donald Trump, Julian Assange, Gwen Ifill: Your Tuesday Briefing",Good morning. ,2016-11-14 21:00:54+00:00
"Trump, Obama, Gwen Ifill: Your Monday Evening Briefing",(Want to get this briefing by email? Here’s the sign-up.),2016-11-14 23:06:35+00:00
Donald Trump’s Far-Flung Holdings Raise Potential for Conflicts of Interest,"WASHINGTON — Just a few blocks down Pennsylvania Avenue from the White House sits the Trump International Hotel, one of the newest luxury additions to President-elect Donald J. Trump’s real estate empire, and perhaps the most visible symbol of the ethical quandary he now confronts.",2016-11-15 02:26:07+00:00
"Donald Trump, Barack Obama, Russia: Your Tuesday Briefing",Good morning.,2016-11-15 04:57:57+00:00
The Trump Effect on Tokyo,"TOKYO — Prime Minister Shinzo Abe of Japan is making an urgent trip to New York this week to meet with the American president-elect, Donald J. Trump. The government in Tokyo is on high alert.",2016-11-15 15:01:16+00:00
Probing Worst-Case Environmental Outcomes Under Trump and the G.O.P.," I was just interviewed by the English-language France 24 news service, and the video is here:",2016-11-15 18:44:23+00:00
"At U.N. Meeting, Diplomats Worry Trump Could Cripple Climate Pact","MARRAKESH, Morocco — Diplomats at an annual United Nations global warming summit meeting here expressed shock at the election of Donald J. Trump, who has called climate change a hoax and vowed to withdraw the United States from the Paris climate change accord, worrying that Mr. Trump’s presidency could cripple a decade of climate diplomacy.",2016-11-16 00:32:35+00:00
Want America First? Try Free Trade,"IF you bought yourself or someone you love medicine, a smartphone, new clothes or a child’s toy today, your purchase was most likely made from a mix of components from many countries. The same was true for the meal you bought, the car you drove, the plane on which you recently flew and the carpet where your feet rest as you read these words.",2016-11-16 08:21:04+00:00
"U.S. Should Get Tougher on China’s Deal Making, Panel Says","Congress should exercise greater scrutiny over trade and investment practices between the United States and China in order to prevent China from taking advantage of the economic relationship, a congressional commission said in a report released on Wednesday.",2016-11-17 08:22:37+00:00
Jeff Sessions Appears Headed to a Trump Cabinet Position,The lobby of Trump Tower had a frenetic pace on Thursday as a parade of current and former officeholders and others came to meet with President-elect Donald J. Trump as he works to build his nascent administration.,2016-11-17 10:00:22+00:00
"From Iran to Syria, Trump’s ‘America First’ Approach Faces Its First Tests",WASHINGTON — Lurking behind the turmoil and the jockeying for advantage in President-elect Donald J. Trump’s effort to assemble a national security team lies the more fundamental question of how he will address the immediate and complex challenges he inherits upon taking office.,2016-11-17 10:00:22+00:00
"U.S., in Shift, Backs Arms Embargo for South Sudan as Genocide Risk Rises","UNITED NATIONS — The United States said Thursday that it was ready to impose an arms embargo against South Sudan, a shift in position that many rights groups called long overdue to help stop the deadly violence convulsing the world’s youngest country.",2016-11-17 23:19:59+00:00
"Donald Trump, After Fits and Starts, Focuses on Foreign Policy","WASHINGTON — President-elect Donald J. Trump embarked on one of the rituals of the American presidency on Thursday, meeting in New York with the prime minister of Japan, Shinzo Abe, as he continued his fitful adjustment to the protocols of high-level diplomacy.",2016-11-18 02:07:00+00:00
"Michael Flynn, Anti-Islamist Ex-General, Offered Security Post, Trump Aide Says","WASHINGTON — President-elect Donald J. Trump has offered the post of national security adviser to Lt. Gen. Michael T. Flynn, potentially putting a retired intelligence officer who believes Islamist militancy poses an existential threat in one of the most powerful roles in shaping military and foreign policy, according to a top official on Mr. Trump’s transition team.",2016-11-18 03:48:38+00:00
"Michael Flynn, Anti-Islamist Ex-General, Offered Security Post, Trump Aide Says","WASHINGTON — President-elect Donald J. Trump has offered the post of national security adviser to Lt. Gen. Michael T. Flynn, potentially putting a retired intelligence officer who believes Islamist militancy poses an existential threat in one of the most powerful roles in shaping military and foreign policy, according to a top official on Mr. Trump’s transition team.",2016-11-18 03:48:38+00:00
Obama Tries to Reassure Latin America About a Future With Donald Trump,"LIMA, Peru — President Obama said here on Saturday that, while President-elect Donald J. Trump was unlikely to reverse the warming of ties with Cuba, he would almost certainly re-examine trade deals in Latin America.",2016-11-20 01:00:19+00:00
"How Apple Empowers, and Employs, the American Working Class","AUSTIN, Tex. — During the presidential campaign, President-elect Donald J. Trump complained that America had lost too many manufacturing jobs and promised to force big companies like Apple to bring that work home. “I’m going to get Apple to start making their computers and their iPhones on our land, not in China,” he said.",2016-11-20 21:56:52+00:00
A Retreat From TPP Would Empower China,"The limits of President Obama’s ability to reassure the world about America’s future role in the international sphere was apparent at the summit meeting of Asia-Pacific leaders in Lima, Peru, on Sunday. There is no way to ease the concerns of those leaders about America’s retreat from the 12-nation Trans-Pacific Partnership trade pact, a casualty of anti-globalization fervor, American politics and, in particular, the objections of President-elect Donald Trump, who has called it a “disaster.”",2016-11-21 08:21:14+00:00
"As Obama’s Tour Ends, He Says U.S. Involvement Abroad Must Not","LIMA, Peru — President-elect Donald J. Trump, with his “America First” campaign slogan, sees an America that has for years been taken for granted by weaker nations and is too quick to intervene in intractable conflicts far away.",2016-11-21 18:56:38+00:00
U.N.’s Syria Envoy Suggests Donald Trump Has Limited Window to Work With Russia,"BEIRUT, Lebanon — The United Nations special envoy to Syria offered unsolicited advice on Monday to President-elect Donald J. Trump: Pay attention to what happens between now and January in Syria, particularly in Aleppo, the storied city at risk of obliteration by Russian-backed Syrian forces.",2016-11-22 01:25:59+00:00
